"Caller_ID","Test_Group","Outcome","State_Available","Email_Available"
"44694401ECXGPQNQ",1,0,0,0
"25955491OWKZYYPY",0,1,1,0
"63759825RVNZQVCW",1,1,1,1
"13438604FEYSXPIB",0,0,0,0
"09058104RBHSVIUA",0,0,1,0
"38277585YUKSCBNF",0,0,0,0
"67218031QRIDIGDW",0,0,0,0
"24388249EICNTYOX",1,1,1,0
"54136975TSMVSZVK",1,0,0,0
"22686703CLSIJIMO",1,0,1,0
"14720331WEVEKPEZ",1,0,1,0
"62480421BJMULNMN",1,0,1,0
"81702562ENFNPONG",1,0,0,0
"23403307WWEZEYUC",0,0,1,1
"64803754CJMNJVID",0,1,1,1
"54136649XGGZESAH",1,0,1,0
"36340779XELKCGJL",1,0,0,0
"19111627VJUJAOSO",1,0,1,0
"18900672VITSVLYL",0,0,0,0
"38549420NQSIBOIS",0,0,0,0
"99664140KTXRQQCB",0,0,1,0
"94100649QAFMCUIA",0,0,0,0
"83423067OGHLUPPA",0,0,1,0
"71026382GJYORWIK",0,0,1,1
"98513461TNTUISYG",0,0,0,0
"89173850VNOHUCGC",1,0,0,0
"95068897CFLJFTKV",0,0,0,0
"91648593YPQRALIM",0,0,0,1
"63447009UXJIEAEN",1,0,0,0
"13859218VPGVHMMY",1,0,0,0
"31650188BTBDVNND",0,0,0,0
"12068121EOSLKYQN",1,0,1,1
"91918416PRMEXQKF",0,0,1,1
"29705163FHBQVRRV",0,0,0,0
"71805599RGYVXDCD",0,0,1,0
"79158587NVTVZHAC",0,0,0,0
"51589782CDOYJFUK",0,0,1,0
"67174691KUOBVFWW",0,0,1,0
"04978594IKQOESCF",0,0,1,1
"76039236UWTNZZFG",1,1,1,0
"66581123NLDUCIYX",0,0,1,0
"14158347SJVIDRWO",1,0,0,0
"30947274MZKUIHJK",1,0,0,0
"99672441ELWDYPCZ",1,0,1,0
"38692361AIKCEDXB",1,0,0,0
"94317125FOIBNMNI",1,0,0,0
"36212777EIFLVNOD",0,0,1,0
"53263818MGJBXSWV",1,0,0,0
"90978075ZHGPHXBX",0,0,1,0
"49916721ORTBMNVH",1,0,0,0
"45660667LYSYEDXQ",0,0,0,0
"40402957AFISIBJZ",0,0,1,1
"59843690XUNKSBNI",0,0,1,0
"31817839YEOPPWNU",0,0,0,0
"52162218SAVRMPCQ",0,0,1,0
"19024617VYCRKFKK",1,0,0,0
"15174475JINVEYPZ",0,0,0,0
"35921798YJSHXLJZ",1,1,0,0
"69194444QPLUXALZ",1,0,0,0
"91268982IYDXFHYX",0,0,1,0
"33793542OAJFYIDR",1,0,1,0
"57047038SLGQOVOW",0,0,0,0
"55995408YJYZJAAP",1,0,0,0
"92782291RDZRXKTG",0,0,1,0
"13813978PARGGOOX",0,0,1,0
"84097741PRLAHJCY",0,1,1,1
"30455166UEZLUNLV",0,0,1,0
"12904357NDDLVIDY",1,0,0,0
"91970780WCSSPEVP",1,0,0,0
"90233723UHZCMRUQ",1,1,0,0
"86294415SQQRAVPF",1,0,1,0
"34637176JCHJYPBX",0,0,1,0
"44285582RAESGBDC",0,0,1,1
"05483898FJZOKGZF",0,0,1,0
"57439212ONKYTQHN",0,0,1,0
"44306574AIAHYRKC",1,0,1,0
"05744608JWHMJXNZ",0,0,1,0
"66384300QLFYKLMR",1,0,1,0
"16747628XONBNWRG",0,0,0,1
"68728742VSMESMYH",0,0,0,0
"27207451TWMAJWNJ",0,0,1,0
"28414410ZBKVVTDB",0,0,0,0
"83740353PGGDVRCA",1,0,0,0
"75042908CZXVQMYK",0,0,0,0
"54441723HWSGTRSZ",1,0,0,0
"69671582WWKWIBCW",0,0,0,0
"42622785EYKYQIUK",0,0,0,0
"64100519SGIFDGSC",0,0,0,0
"82842226KQVLXSIU",0,0,0,0
"04604680EKASCTQW",1,0,0,0
"46389010SVIEBRFM",1,0,1,0
"25040869RTTIYOSC",1,0,0,1
"27995517FWEZBQNE",1,0,0,0
"40804432OSANTUDV",0,0,1,0
"93548597HCXDXLJD",1,0,1,0
"28043270YJVTYLOB",0,0,1,0
"95412289QNVFFWDY",0,0,1,0
"08506630AFAHHAFT",1,0,0,0
"64991902LOPQMGJK",1,0,1,0
"26943226PXCXJTUB",1,1,0,0
"38578522PYUKAVTR",1,0,0,0
"95056994LRLCQXGA",1,0,1,0
"03131037WCQMCABN",0,0,1,0
"72545370GPCWYOJF",1,0,1,0
"89011510JAUZOIUI",0,0,1,0
"77936691AVPUMODV",0,1,0,0
"78717350WQOUEMZI",0,0,1,1
"96045131QKPDKRZS",0,0,0,0
"72332005CRDWOFFY",0,0,1,0
"46524734TRKNSSJK",0,0,0,0
"14335528YNULVXOB",1,0,1,0
"62963100OQPWBWEA",1,0,1,0
"15010464UICEGSDU",0,0,0,0
"32417310DCEVHVTX",1,0,1,0
"88448648HCOVCNSE",0,0,1,0
"26076561GLYHZXDR",1,0,1,1
"13505714DKPYGPOE",1,0,1,0
"36036337OAWUQSHK",1,0,0,0
"54821163FPUYZZKK",0,0,1,0
"33841156BBHFQQHL",0,0,0,0
"36453626IILFVCIC",1,0,0,0
"66309757HPDATURO",1,0,1,1
"62235802EOZBAIZJ",1,0,0,0
"26507326SRGIKBPP",1,0,0,0
"14795011RDZBBXCY",0,0,0,0
"79500372SJEHXNCN",1,0,0,0
"45283320SWSCTVKK",0,0,0,0
"49072619GMYPRNCL",1,0,0,0
"75038530PQYMTPET",0,0,1,0
"85496023OIORLRJM",1,0,0,0
"77018115JPNCBWOU",1,0,1,0
"79997856FQOOIUSY",1,1,1,0
"77389535RUYMFLGG",0,0,0,0
"69778694YITJMYKM",1,0,1,0
"43876482LQYCSUBB",1,0,1,0
"34545745ZKBDRZCB",1,0,0,0
"34462089WGLUXTJZ",1,0,1,0
"16518188LWASVXLU",1,1,1,1
"43088789WLESSYCG",0,0,1,0
"81364039WHOLKWKA",1,1,1,0
"72140653JMABUWGT",1,0,1,0
"05582809TIIHSNGA",1,0,1,0
"24763124TSVCLLHL",0,0,1,1
"32731391QEGMAXOW",0,0,1,0
"98988238NLDMUYDP",0,0,1,0
"65995159OVCERAKW",0,0,1,0
"98052904DVYNWODW",0,0,0,0
"58720265YJIMURKT",1,0,0,0
"15327652BSAZCRIJ",0,0,0,0
"05540639VQUIRPSV",0,0,0,0
"23573263XIUAABZJ",1,0,0,0
"22829947SGYEKSCA",0,0,0,0
"21104891AGCIGPTN",0,0,0,1
"75686880MYOPPVDR",1,1,1,0
"55457632RDKVLYWI",0,0,1,0
"34085036NBSXCWDL",0,0,1,0
"69450049MKACULLP",0,0,1,0
"35326631AURONFFV",1,0,0,0
"18369754ODKWQNXP",0,0,1,0
"90561664ETGINRQX",0,0,0,0
"68905632SJBDTHDJ",0,0,1,0
"39125417EEMEGGVV",0,0,0,0
"88936622RJRLOCBZ",1,0,0,0
"70800410GFDIMMUW",1,0,0,0
"93969142YXWJXRSO",0,0,0,0
"04021760QZBADIET",1,0,0,0
"24641673SIQUOZKL",0,0,1,0
"22896440MMJFBPOU",1,0,0,0
"69391081SUMRKZXT",1,0,1,0
"51348004NNLGWUNO",1,0,1,0
"25697577NJLBELNV",0,0,0,0
"43149162PHJWRAHW",0,0,1,0
"68752035FVPUPSTS",0,0,0,0
"05855384IBIQCOWI",0,0,1,0
"14909763VTMEGUSV",1,0,1,1
"78692576GTJDDUSS",1,0,0,0
"94089849WZNLSKFL",0,0,0,0
"45411167KFYCNZZA",1,0,1,0
"74149898DIRQTNEH",0,0,0,0
"47837495NERWICEP",0,0,0,0
"02457387QLKDRSHR",1,0,0,0
"61194011HSEFQYJO",1,0,0,0
"77716990QHPRVHQC",0,0,1,0
"11438643KZJPKZPL",0,0,1,0
"31227350EAMDVZRT",1,0,0,1
"68076311UOZQXXCM",0,0,1,0
"71775205HPIIXNGG",0,0,1,0
"37687411FOIHOKON",1,0,0,0
"15259806LDLDIYIB",0,0,0,0
"06851508NVJXQUDN",1,0,1,1
"30359897PNRQDWQM",1,0,0,0
"89377364TWJIWVKQ",1,0,0,0
"31080801MZYIDOBA",1,0,1,0
"79487563EJLOCTMS",0,0,0,1
"85096622SOKEGPCU",0,0,0,0
"31123989MCVIWZTP",1,0,0,0
"33116380DCAJSKZW",0,0,0,0
"53153457NMPLORUV",1,0,1,0
"31964031LRPEZWSL",0,0,0,0
"41114108TZYXDUGU",0,0,0,0
"68739252XRDLWLKH",1,0,0,0
"44675208MSLRLTVN",0,0,0,0
"87509157ASLXIXSD",0,0,1,0
"21311077RBGTMLEG",1,0,1,0
"20877237OITPFYHY",1,0,0,0
"76146488BHLGGROT",1,0,0,0
"08574935OPEVQBIW",0,0,1,0
"44836530YVIWCBPK",0,0,1,0
"19473911MJPQQPEG",0,0,1,0
"92112511HKLEGGJF",1,0,1,0
"66172860CLKEYOAW",0,0,0,0
"99282900MIKRJFCQ",1,0,1,0
"18782593QXLAFCOQ",0,0,0,0
"31463726OJTIFWNV",1,0,0,0
"29216012TMASDUBV",0,0,0,0
"13504588VARRFAHO",1,0,1,1
"99357907XTNBJFRF",1,0,1,1
"45007257VVRWRFVG",1,0,1,0
"49777898WAZHLRTC",0,0,0,0
"88343221NYXKNGHS",0,0,0,0
"62076985IZEVJHLH",1,0,1,0
"09237025MHQSNCEE",1,0,1,0
"80253604DVBADCBW",1,0,0,0
"36929184KECRFLHQ",0,0,0,0
"57082871ERJABMFO",1,0,1,0
"47700787YZCSWOSX",1,0,0,0
"60907878KNYPQMFE",1,0,1,1
"04569258YGSOZSLU",0,0,0,1
"20699457EOANUNFK",1,1,1,1
"78119565WLXDOQPR",1,0,0,0
"30475529VCUIZWNO",0,0,1,0
"32726907KPWLEVEG",0,0,0,0
"93315578URTCTBWV",1,0,1,0
"99876072IVHPAFCS",1,0,1,1
"28093028HAOGYOPK",0,0,1,0
"79847977VGOYQUFH",1,0,0,0
"27537022NQOJBZCL",0,0,0,0
"04025914UXMWLLQH",1,0,1,0
"63852467PIAMIBGP",1,0,0,0
"89298133ALVTVKEB",0,0,1,0
"03462428USRBOKRT",1,0,0,0
"29872802OAXJACED",0,0,0,0
"07435892EIXOCUCP",0,0,0,0
"98333048ZCDUFGCT",1,0,0,0
"95887179AAKCAKFR",0,0,1,1
"85620642QYZFCSQW",0,0,0,0
"78573892JIAEEFZA",1,0,0,0
"21756490YJQJPCGQ",0,0,1,0
"18141655ISSRHUCK",1,0,1,0
"75793899NHGCSAGE",0,0,0,0
"79225401SWWUMNWI",1,1,1,1
"49363552WYXTDXCP",0,0,0,0
"59800370NAFUORTW",0,0,0,0
"86432840JZOYDFBR",1,1,1,0
"72383594PYMJHNKE",1,1,1,0
"51052701DRNUEDCT",1,0,1,0
"97791411SUWOTESX",0,0,1,0
"41265742DKLGRFIU",1,0,0,0
"14076195BGLJIAAT",0,0,1,1
"42148188GPNHBRBB",1,0,1,0
"48920936NEXBPOTC",0,0,1,0
"37656837UHYJPYGN",1,1,1,0
"00270930MGONATVG",0,0,0,0
"84432710JMOKIVZW",1,0,1,1
"13045099SJEUJFBP",1,0,0,0
"90358737AIGEVNCU",0,0,0,0
"77967337RTOFQRRH",0,0,0,0
"74688815IDIXEEIF",0,0,0,0
"72378314NEQKKJOA",0,0,0,0
"35777779EMRFSYBR",0,0,1,0
"02330893SVUNSEYU",0,0,0,0
"04944436WBNWYOBF",0,0,0,0
"32341659MOXYHMMR",1,0,0,0
"73018654QLCUTMDA",0,0,1,0
"10501583NYFDCFPA",0,0,1,0
"22029331LYHWXULQ",1,0,0,0
"27992061LNBYKCJX",1,0,0,0
"86374880MOSBMLTL",0,0,0,0
"80686295CYAKEFGR",1,0,1,0
"32188455UEFWCWRN",0,0,1,0
"24358249VOBUQXCE",0,0,1,0
"58921701HZKKFGGS",1,1,0,0
"55349930XMCKJAOK",0,0,1,0
"09784192ONRYMYEC",1,0,0,0
"63256608HRZIAUGQ",1,0,1,0
"84839471LWYGNACV",0,0,1,0
"98718188OQADZJDK",1,1,1,0
"27235708CRPZSWXC",1,0,0,0
"03265622PSWLDNEJ",0,0,0,0
"93112864ZHEVRBAG",0,0,0,0
"53901995SNCSZZKL",1,0,1,0
"28538912MLUIKCFI",1,0,1,0
"62472145ZWAAHPFR",0,0,0,0
"15436754RNGXDPAK",0,0,1,0
"36349522GZEZELFZ",0,0,0,0
"03012454ZCDPTAPD",0,0,0,0
"11997716QFPVAVBK",0,0,0,0
"12484171MCQEWMYX",0,0,1,1
"20371501SUODWXJN",1,0,0,1
"78001811GNFFUDPT",1,1,0,0
"30446987IDFFAIAF",1,0,1,0
"11364642AVUUYUGO",0,0,1,0
"77870003EFBAYAKF",0,0,1,1
"19628386WPOSPGBN",1,0,1,0
"92291060DBHRNVZZ",1,0,1,0
"66669488GSLCOBNZ",1,0,1,0
"43151191NZLCRPIY",1,1,1,1
"09752116RMFSDBWO",0,0,0,0
"36544644GOTVPODM",1,0,1,1
"68607092MNNLDNWK",0,0,0,0
"58340847HBYTBULS",0,0,0,0
"46087512VKIYVIJK",0,0,0,0
"84614535NATOIKUQ",1,1,1,0
"93578048YFLRPUGE",1,0,1,0
"08945359LCFNJHIR",1,0,0,1
"81386654VYOBSEDB",0,0,1,1
"66415815WGOQTMGZ",1,0,1,0
"01567715WWIVJXMU",1,0,1,0
"22471745YGBXHUMW",1,0,0,0
"38698849RCAJXGGB",1,0,1,0
"72574481UCPMPCRW",0,0,1,0
"74474295XFHCPUCK",1,0,1,0
"60969191HYTHVAZA",1,0,0,0
"32729497CURJHDPP",0,0,1,0
"90908198PPDGMEZU",0,0,1,0
"38820335STSNGCQM",1,0,0,0
"32950042HFYLKRNK",0,0,1,0
"07019479FEYZITHF",0,0,0,1
"62256913UGAOZTVE",1,0,0,0
"80306824IKTMJMIM",1,0,0,0
"22766328ZBTGDHNC",0,0,0,0
"42512102WERTSKEA",0,0,0,0
"22146571QTWMAXOL",1,0,1,0
"77100236WJZSGHER",0,0,0,0
"22267803WAXDZLWE",1,0,0,0
"91824249UHIULJLV",0,0,0,0
"14720620USARTSUX",0,0,0,0
"23618380JGRWOEOZ",1,1,0,0
"84769620ALKFFZIC",0,0,0,0
"16703010MIIDSHTO",1,0,0,0
"73760531RAPACBYM",1,0,0,0
"23611568CBIOFPKU",0,0,1,0
"88626175KXPPIARQ",0,0,0,0
"07841145IDMLQNBU",0,0,1,0
"74014995VPHGCRBX",1,0,1,0
"11635830DLPLVHNB",0,0,1,0
"25922951VPMWIUOM",1,0,0,0
"14777843RNXMYYRM",1,0,1,0
"50104200BKSPCKMA",0,0,0,0
"50978183ZWAWQSRC",1,0,0,0
"43966371NMWXIXHZ",1,0,1,0
"90113071OGIREXKP",0,0,1,0
"30941266BJWKDHWQ",0,0,1,0
"38139941GFGCAVLS",0,0,1,0
"78663285ATJVCZAY",1,0,0,0
"21200917BAEWSPAK",1,0,0,0
"96555748AYOVWPLH",0,0,0,0
"59227743RRKDBBMI",1,0,1,0
"27468718BAXIJIAX",1,0,1,1
"27756869EIIYSERU",1,0,1,0
"89166472NATJXWKS",0,0,0,0
"00655230KBTUTWPW",0,0,0,0
"35465905RRGLHJPZ",0,0,1,0
"62738327FBENTSFP",0,0,1,0
"69490536BPGXGFTS",0,0,0,0
"00170539BDIUZEXO",1,0,0,0
"36715244ZPIBIOQQ",0,0,0,0
"74091068OLTETXCU",0,0,0,0
"70711662HAHVIULL",0,0,0,0
"32985037RPYPPZHW",1,0,1,0
"59241277TAUCXIEO",1,0,0,0
"99189968RYBPFBHS",1,0,1,0
"85776765BPXKGIQM",1,0,0,1
"70423762QHHMNKQU",1,0,0,0
"51789039MSSDUXDK",0,0,1,0
"55833690FRHCKOXC",1,0,0,0
"29406020OGFEKMJY",0,0,0,0
"53180750BGVOXUCW",1,0,0,0
"62749557NSBSQHNN",0,0,1,0
"51484423IXPDWXBS",1,0,0,0
"15511167CNFZGUXY",1,0,1,0
"36111810TEULMACR",1,0,1,0
"24473288EOVDMLWV",0,0,0,0
"18710858BPFNNWPD",0,0,1,0
"18122823LSTSMBYY",0,0,0,0
"26751655SIRTKZTV",1,0,0,0
"56894220GEVUWBVM",1,1,1,1
"02038094VEYOZXWP",0,0,0,0
"77145406NYKLPFLD",1,0,1,0
"24202861NYHUBANJ",1,0,0,0
"12241341AYUFYIZU",1,1,1,1
"92808569BXOLDWCM",1,0,0,0
"71029913EHXPRMQE",1,0,1,0
"72029967QNUREOJO",0,0,1,0
"80188797RXZEMKQC",0,0,1,1
"41234559EJGLLFNC",1,0,1,1
"40042053YGVPINEK",0,0,0,0
"09346416QGUIFLKF",0,0,0,0
"17284172VLEAVYBW",0,0,0,0
"30735389BUTWYPUF",1,0,0,0
"22609884YBUDRNJA",1,0,0,0
"63066351NMCZRAXZ",0,0,0,0
"44400420VZVZVCKN",0,0,0,0
"14791787IHAWZVLB",1,0,0,0
"95148816ZHMAWQED",1,0,0,0
"34037537ZBVMXFCW",1,0,0,0
"15096106ULZFWAJK",0,0,0,0
"41261998GKBEVGBS",0,0,0,0
"06546584JGPURYPI",1,0,1,1
"68289522DYGFOUHH",1,0,1,0
"47884127PJPUWOIB",1,0,1,0
"34387053DTRARXPN",0,1,1,0
"76757088OWWETSCW",0,0,0,0
"53622192DBRVTYFX",0,0,0,0
"52596522IYHOHPPK",0,0,1,0
"16243792IRPEPKCE",1,0,1,1
"31026808GFZNVNEA",0,0,0,0
"36205308JZJDZNBN",1,0,1,0
"88681327ICQPMIWZ",0,0,1,0
"74161462DPGLOYYY",0,0,1,0
"28109047QYZNHXVE",0,0,0,0
"99374869QDSERAAM",1,0,1,1
"90565550XONXMJKW",1,0,1,1
"65889235CDVFQRRG",0,0,1,0
"78271816LWYOBOVE",0,0,0,0
"12508258XOZYMBBE",1,0,1,0
"83361610MVYYKQVX",0,0,0,0
"69651357KSBVTRTQ",1,0,0,0
"43404909SAYKQFBG",1,0,0,0
"74632802RKWPXQKN",1,0,0,0
"96400054QXXCNUPU",1,0,1,0
"27031965ARECJVAM",1,0,1,0
"35548144HWDJWPPV",0,0,1,1
"26411339XSDYAEYW",0,0,0,0
"59929386JBSKRZVR",1,0,0,0
"99979733FUNWYTNK",1,0,1,0
"94645806VNXNIZEF",1,0,0,0
"99943897ZXMOINDG",0,0,0,0
"89206132YZQERKUB",1,0,0,0
"11862805PNLTSUID",1,0,0,0
"35441219NISNGIKY",0,0,1,0
"66106238ODGUBWBN",0,0,0,0
"44121457EXYGOLTB",0,0,1,0
"67581296CXZQAJEL",0,0,0,0
"61126163BOVEDFUB",0,0,1,0
"26607141MJTEHHVP",0,0,0,0
"39134736HMMRNKBS",1,0,0,0
"07580480JHQMRZJZ",0,0,1,0
"99412462VRUQZHAL",0,0,0,0
"61738721QDHIVPYP",1,0,0,0
"17065703VBQILDST",0,0,0,0
"76861889LLFVDNNZ",1,0,0,0
"03059049HBCHWBYQ",1,0,0,0
"37812613BAUVJOYH",0,0,1,0
"85712475LYSLFVKP",0,0,0,1
"79673805RDJUHBAM",0,0,0,1
"06034196XVPFIBUQ",0,0,1,1
"00871497MDJXANHZ",1,0,1,0
"21249747PEWHYXWH",1,0,0,0
"60031595HOUBODOQ",1,0,1,0
"46030615CQAOTFVT",0,0,0,0
"26141394BRIBSOGX",0,0,0,0
"69687073ARUJLVJP",1,0,0,0
"05058255WQHSXTJM",0,0,1,0
"29544378QLPRKWWM",1,0,1,0
"57959348CNAQNJRH",1,0,1,0
"72292698WCGKNLSN",0,0,0,0
"61430761ELBAEZTG",1,0,0,0
"78289599WYTKILYB",1,0,1,0
"61947260LFVELYWL",1,0,0,0
"56617572QJZUWJPE",0,0,1,0
"96740954TRMDUQUS",0,0,0,0
"11763481SHKMBBEH",1,0,0,0
"30027593AVMKBVMT",0,0,0,0
"36551878LGSCOZJQ",0,0,0,0
"00653871JBBKNWGZ",1,0,1,0
"42195600VDDGAATB",0,0,1,0
"13394077NNUMTFPZ",1,0,1,0
"95108841FQFNVYED",1,0,1,0
"97548587PNLPSCKC",1,0,1,0
"00966638BFWILTHS",0,0,1,0
"42375994SUKRRIXQ",1,0,1,0
"15309267JSJSAWBG",0,0,0,0
"22784674EIVSRVFR",1,0,1,0
"14238523GLESXUUB",0,0,1,0
"80324242XKESJFIB",0,0,1,1
"21265927DPIFBFGR",0,0,0,0
"88013825AXNEBMYZ",0,1,1,1
"73247508WGAGUCPY",1,0,1,1
"25618666DODFPMCS",0,0,1,0
"16809588DSUIZWWZ",1,0,0,0
"12629922FUXXIQKR",1,0,1,0
"71503585IGRXVYPS",1,0,1,0
"17138873LSDZFOMY",1,0,0,0
"26169703VRGMJQKR",0,0,0,0
"60482831WCQXRKOX",0,0,0,0
"33790227BUUQCZVG",1,0,1,0
"64202357HHVDMYMJ",1,0,0,0
"77511464VHWUCQJU",1,0,0,0
"38185109EZJFJLXE",0,0,1,0
"65931084CGEYJPHP",1,0,0,0
"17437685JDRYIWMN",0,0,0,0
"81448379IHGJBOYU",0,0,0,0
"57433137RVYAOBSE",1,0,1,0
"62148116GRMOQKZM",0,0,0,0
"92428998ZGMZKZRQ",1,0,0,0
"32571225GGJXUWOE",1,0,0,0
"67180681LXFLONOE",1,0,1,1
"01310541QJHAWOEQ",1,0,0,0
"08389678OBRARCCT",0,0,1,1
"00944215MZPHSNRF",0,0,0,0
"57852822KJFZEBVS",0,0,1,0
"28443621FTLZFBJY",1,0,1,0
"35713449VWJQQWEN",0,0,1,0
"49398406PQKDUGYW",1,0,0,0
"57021590DOWIJQKG",1,0,0,0
"19439181RLPFYSPW",1,1,0,0
"68810890BGUUAOTB",0,0,0,0
"62365475UJGJJWWZ",1,0,1,0
"94869783COYTNNHP",0,0,0,0
"34479675BUSEBRYW",1,1,0,0
"21507253PXTUOETX",1,0,1,0
"96270379HCCYXJRG",1,0,0,0
"55892931IDLOBMCU",1,0,0,0
"86070346BWDBSIVR",1,0,1,0
"86746292QSUJMOYW",0,0,1,0
"10094131USDOAAAU",1,0,1,0
"82046684YFRLYXKF",0,0,0,0
"83011400DRSXWLIQ",0,0,1,0
"58464414MAEDXUGK",1,0,0,0
"05864770KHDRTFQL",0,0,0,0
"73721517TRBMKGLP",1,0,0,0
"57413726AJYPZNUS",0,1,1,0
"51933130ALQVQINM",1,0,0,0
"87497700JQHSOQLN",0,0,0,0
"85552521XZMPKNFA",1,0,1,0
"61665968FTQVGGBE",1,0,0,0
"21754877GBIVOVOB",0,0,1,0
"82728103OILOFGVA",1,1,1,0
"32076125YGWXADJS",0,0,1,1
"87622649GDJPAKTT",0,0,1,0
"44250955OYXHMINR",0,0,0,0
"82749192OWDFKXZS",0,0,1,0
"20271854GWYXWTFC",0,0,0,0
"21216487KPGQIVTG",1,0,1,0
"09104446LDVDPNZX",1,0,0,0
"24085967RXLPTFGI",1,0,1,0
"90197659KFHXUXQA",1,0,1,1
"24675506ISJOCAZK",0,0,0,0
"73438380EUEFREWQ",0,0,1,0
"86830913LOSXXXZL",1,0,1,0
"28445214JXTISJJQ",1,0,0,0
"41975955AAFOVZAM",1,0,0,0
"59406028UXJBIFTL",0,0,0,0
"49942490QZTXDILE",1,0,0,0
"95462694EJIUCZHJ",1,1,0,0
"20697620MBGNAPIM",0,0,0,0
"41397113JLQKGZOX",0,0,0,0
"11221707CVKZUREC",1,1,0,0
"09097592KBNXSLAP",0,0,1,0
"40832588TOWJGVPR",0,0,1,1
"41749564MXELAELM",0,0,0,0
"54883608UIVJWFWP",0,0,1,0
"08188767QZJRZOWH",0,0,1,0
"84000937LRFLSFLO",0,0,0,0
"88272126UBBJDRJE",1,0,1,0
"21091460FQZVASOU",0,0,0,0
"87993564NPJFPJEF",1,0,1,0
"34212017MASNJFPS",0,0,0,0
"98921430JUBTZSRO",0,0,0,0
"67867211FRTTQAOW",1,0,0,0
"33147043WGTWVKED",1,0,0,0
"56038819WPDTNKKK",0,0,1,0
"56102102THBZWPKD",1,0,0,0
"09248059DIEPADIQ",0,0,0,0
"31002002OOWPTEZL",1,0,1,1
"68091659BZGJWHLZ",1,0,0,0
"36391970WKIIDYKV",0,0,0,0
"75845526JKLVJUBN",1,1,1,1
"79503973SFNVRVVR",0,0,0,0
"49065758YXIMVQTU",1,0,1,0
"71386183WOOPXRWN",0,0,1,0
"90286291FAIFJACH",1,0,1,0
"38846659NMREJYNC",0,0,0,0
"73513942UOTEAUBS",1,1,1,0
"69939536ZWXYGRHF",0,0,1,1
"10725532RGKKQRHS",0,0,1,0
"00464421VWQXYNEV",0,0,0,0
"13586916WZHTJTKG",1,1,0,0
"44245735BDAWSLPT",0,0,1,0
"86884344OHNOCAAI",0,0,0,0
"65284677JGLFPMER",1,0,1,0
"61545078ESDBVVUN",1,0,0,0
"60342247PWSQMIGW",0,0,1,0
"51602333FNUAHEJI",0,0,1,0
"76040778PKVMNZGV",1,1,1,0
"15738621DDWKZUNC",0,0,0,0
"57819583NHZPXUVI",0,0,1,1
"87395616HCWKMABK",0,0,0,0
"97957730KREEXBUN",0,0,1,0
"37797065ACMABVKL",1,0,0,0
"99086652SGBXEOLZ",1,0,1,0
"12903391RWQMWZEK",0,0,0,0
"00262279RWDCWZYO",1,0,1,0
"87515799NCLCTADG",0,0,0,0
"80492820FLJFSCQC",0,0,1,0
"33626523CBCQAKPN",1,0,1,0
"98977424HPHUVFMP",0,0,0,0
"24705712ZIMATXRX",0,0,0,0
"61646248NUEAWJGX",0,0,0,0
"26473166QGYRVZLS",1,0,0,0
"02146333SVHVVZGK",0,0,0,0
"09034088FBEWTIHI",1,0,0,0
"91588417ZMSMJSZE",1,0,0,0
"19629274NLFJAWUA",1,0,1,0
"35684442HWMBLEDO",1,0,1,0
"53679825KRBFCISC",1,0,0,0
"14066086XTEHESCL",1,0,0,0
"79158199PTMXFRVX",0,0,1,0
"29109657ENYJLZLT",1,0,1,0
"53595191CMCFRKBC",1,0,1,1
"87472736WUFBVZIT",1,0,0,0
"00825291YMOHJGEE",1,0,0,0
"03361360AWOJCMJD",0,0,1,1
"52738442JAKGKMQC",1,0,0,0
"94737265UBXVZBUZ",0,0,1,0
"45369550XNFXYBTB",0,0,0,0
"61785508XHLCFDLN",0,0,1,0
"73158819EJBNNPEE",1,0,1,0
"28733328IUTOEHOD",0,0,1,0
"98412913XUONHBAT",0,0,0,0
"61988526RAQWPRPW",0,0,1,0
"48910772WFVDDNMX",1,1,0,0
"20093768IGCJRDCH",1,0,0,0
"13221399DRKXHSFC",0,0,0,0
"63221573VYBBXDHB",1,0,1,0
"15376321GZQOBRJE",1,0,1,0
"12057186HFTIYZSE",1,0,1,1
"80765463GQJYOTPM",0,0,1,0
"09297970VLGWVLHY",1,0,0,0
"40925030VHXOMGUK",1,0,0,0
"43468717SMAKFMCA",0,0,0,0
"57314895QRECCDGD",1,0,1,0
"28981381AKWFDIJQ",0,0,1,0
"83520872OWCQKZZA",0,0,0,0
"07299181IJEXXEZJ",0,0,0,0
"66445784ODZDLFLJ",0,0,0,0
"52640291YBUCHSUQ",0,0,0,0
"60960605LDJELXTI",1,0,0,0
"93588880VISSBFPI",1,0,0,0
"62237268XJIOALIA",0,0,0,0
"19052545YCTFGWBY",0,0,0,0
"83373630OSAOKOWX",1,0,0,0
"23543087YPOFTURF",1,0,1,0
"95554060HZYZLRTC",1,0,0,0
"56673830HUFJJWDF",0,0,0,0
"35706558WCOKICBF",0,0,1,0
"17811311IRSLADSB",0,0,0,0
"31902021CVRUVNNN",0,0,0,0
"17592425ZMHTFGDY",1,0,1,0
"76297707WDIBOGFI",1,0,0,0
"07008156KKXVHTYG",0,0,0,0
"42680482JDPNTUNW",1,0,1,0
"99551210PRCQYAUE",0,0,0,0
"02823826VMDLODGV",0,0,0,0
"39962978BBMXJTYO",1,0,1,0
"42528130FOMSMONG",0,0,0,0
"93225408BOYPZGPR",0,0,0,0
